areaCodeChild,areaCodeParent,areaName
43,43,Austria
4301,43,Wien
4302,43,Niederösterreich
4303,43,Oberösterreich
4304,43,Steiermark
4305,43,Tirol
4306,43,Kärnten
4307,43,Salzburg
4308,43,Vorarlberg
4309,43,Burgenland
