areaCode,areaID,populationSize,surfaceArea
37801,acquaviva,2144,486
37802,borgo_maggiore,6966,901
37803,chiesanuova_sm,1147,546
37804,domagnano,3568,662
37805,faetano,1192,775
37806,fiorentino,2563,657
37807,montegiardino,983,331
37808,citta_di_san_marino,4054,709
37809,serravalle,11035,1053
