areaCodeChild,areaCodeParent,areaName
378,378,San Marino
37801,378,Acquaviva
37802,378,Borgo Maggiore
37803,378,Chiesanuova
37804,378,Domagnano
37805,378,Faetano
37806,378,Fiorentino
37807,378,Montegiardino
37808,378,Città di San Marino
37809,378,Serravalle
